10/29/2013,102.3,102.3,98.5,6.0
10/30/2013,103.3,102.2,96.3,28.0
10/31/2013,103.6,102.1,98.1,4.0
11/01/2013,103.2,103.9,96.4,26.0
11/02/2013,102.6,102.3,95.6,16.0
11/03/2013,102.3,102.8,96.9,12.0
11/04/2013,104.3,102.5,98.5,8.0
11/05/2013,103.4,103.8,95.6,18.0
11/06/2013,102.3,102.1,96.4,20.0
11/07/2013,106.6,106.8,97.8,6.0
11/08/2013,101.7,102.1,96.0,24.0
11/09/2013,104.2,104.0,95.5,18.0
11/10/2013,102.8,102.0,97.2,8.0
11/11/2013,103.5,103.3,95.6,18.0
11/12/2013,105.2,105.4,96.4,8.0
11/13/2013,103.2,104.2,95.9,24.0
11/14/2013,105.6,104.2,97.5,4.0
11/15/2013,103.2,103.4,95.2,22.0
11/16/2013,104.0,104.1,96.1,22.0
11/17/2013,104.1,105.9,94.3,6.0
11/18/2013,104.3,104.6,95.8,12.0
11/19/2013,105.3,105.0,95.6,10.0
11/20/2013,104.3,104.4,95.1,26.0
11/21/2013,105.6,103.3,96.7,4.0
11/22/2013,102.9,103.4,95.0,22.0
11/23/2013,104.7,103.9,95.6,20.0
11/24/2013,102.9,105.0,95.2,10.0
11/25/2013,104.3,103.5,94.3,18.0
11/26/2013,104.1,104.9,95.7,8.0
11/27/2013,104.3,103.7,95.3,26.0
11/29/2013,103.7,104.0,95.3,26.0
11/30/2013,103.2,104.5,94.8,14.0
12/01/2013,105.5,103.9,95.6,16.0
12/02/2013,105.2,103.1,94.9,10.0
12/03/2013,104.1,105.1,94.9,16.0
12/04/2013,105.6,104.9,95.2,14.0
12/05/2013,105.1,105.6,93.0,6.0
12/06/2013,104.1,105.5,95.1,20.0
12/07/2013,104.7,104.6,94.8,18.0
12/08/2013,105.4,103.6,94.8,10.0
12/09/2013,104.1,105.4,95.2,12.0
12/10/2013,104.2,103.9,94.4,16.0
12/11/2013,103.7,104.6,94.9,18.0
12/12/2013,108.3,105.9,95.1,4.0
12/13/2013,104.0,104.7,94.9,26.0
12/14/2013,103.9,104.7,94.6,16.0
12/15/2013,106.9,105.4,95.6,12.0
12/16/2013,104.2,104.7,94.8,16.0
12/17/2013,105.2,105.1,95.0,10.0
12/18/2013,105.2,104.8,94.2,24.0
12/19/2013,105.1,101.1,95.7,4.0
12/20/2013,104.8,105.5,95.4,18.0
12/21/2013,104.6,105.5,95.1,24.0
12/22/2013,106.2,102.1,95.5,6.0
12/23/2013,105.0,105.3,94.6,22.0
12/25/2013,106.3,104.0,95.1,10.0
12/26/2013,107.6,105.4,95.4,8.0
12/27/2013,104.7,105.6,94.9,18.0
12/28/2013,105.1,105.6,94.9,24.0
12/29/2013,105.0,105.2,97.0,10.0
12/30/2013,106.1,105.5,94.5,14.0
12/31/2013,104.8,104.5,95.1,16.0
01/01/2014,105.3,104.3,95.8,10.0
01/02/2014,104.2,105.5,94.6,18.0
01/03/2014,105.4,105.9,94.6,14.0
01/04/2014,105.4,104.7,95.4,18.0
01/05/2014,105.3,104.6,94.6,14.0
01/06/2014,104.8,105.7,97.0,6.0
01/07/2014,105.0,105.0,94.9,24.0
01/08/2014,106.3,104.9,95.4,18.0
01/09/2014,107.7,104.8,94.5,4.0
01/10/2014,104.5,105.3,95.0,24.0
01/11/2014,104.7,105.8,94.8,18.0
01/12/2014,106.2,105.3,95.2,6.0
01/13/2014,104.8,105.7,94.0,14.0
01/14/2014,104.2,104.8,94.1,8.0
01/15/2014,105.4,105.9,95.2,24.0
01/16/2014,106.3,103.9,94.3,6.0
01/17/2014,105.5,105.6,95.1,24.0
01/18/2014,105.6,105.1,95.2,16.0
01/19/2014,105.1,105.6,95.3,10.0
01/20/2014,105.6,105.4,94.9,20.0
01/21/2014,106.6,106.8,94.6,10.0
01/22/2014,104.8,105.0,95.1,20.0
01/23/2014,108.9,107.2,95.8,4.0
01/24/2014,105.3,105.4,94.9,26.0
01/25/2014,105.5,104.8,94.9,16.0
01/26/2014,106.5,106.9,95.0,16.0
01/27/2014,105.4,105.8,95.1,12.0
01/28/2014,105.7,105.5,94.5,14.0
01/29/2014,105.7,105.5,94.9,20.0
01/30/2014,106.5,103.9,94.9,6.0
01/31/2014,105.0,106.3,95.3,16.0
02/01/2014,106.0,105.6,94.5,24.0
02/02/2014,101.0,106.2,94.5,2.0
02/03/2014,105.7,106.0,94.2,22.0
02/04/2014,104.8,103.2,95.6,8.0
02/05/2014,106.4,106.5,95.1,24.0
02/06/2014,105.3,103.2,94.2,4.0
02/07/2014,105.7,106.6,94.9,20.0
02/08/2014,106.6,105.8,94.9,14.0
02/09/2014,104.8,105.7,94.5,16.0
02/10/2014,105.4,105.2,95.6,12.0
02/11/2014,106.1,106.0,94.4,14.0
02/12/2014,105.8,106.0,94.6,26.0
02/13/2014,104.7,104.7,94.3,4.0
02/18/2014,105.6,105.7,94.8,18.0
02/19/2014,105.5,105.5,94.7,22.0
02/20/2014,107.2,105.3,95.4,6.0
02/21/2014,105.3,106.4,94.9,20.0
02/22/2014,105.0,105.9,94.0,16.0
02/23/2014,106.8,105.7,95.2,16.0
02/24/2014,105.3,107.7,94.7,10.0
02/25/2014,105.8,105.4,95.6,14.0
02/26/2014,106.1,106.4,95.0,20.0
02/27/2014,105.8,105.5,93.8,8.0
02/28/2014,106.0,106.1,94.2,14.0
03/01/2014,105.8,106.5,95.1,18.0
03/02/2014,105.5,105.0,94.8,14.0
03/03/2014,105.6,107.0,94.2,16.0
03/04/2014,107.2,105.4,95.8,12.0
03/05/2014,105.6,106.1,94.4,20.0
03/06/2014,109.5,105.5,95.9,6.0
03/07/2014,105.8,106.3,94.5,22.0
03/08/2014,104.7,106.8,94.5,12.0
03/09/2014,107.3,105.8,95.2,18.0
03/10/2014,105.6,107.0,94.6,14.0
03/11/2014,106.9,105.1,94.6,14.0
03/12/2014,106.4,106.7,94.6,22.0
03/13/2014,105.7,106.2,95.2,6.0
03/14/2014,106.2,105.8,95.1,20.0
03/15/2014,104.6,106.5,94.5,12.0
03/16/2014,107.6,106.4,94.6,18.0
03/17/2014,105.9,105.6,95.0,14.0
03/18/2014,106.3,106.6,94.8,10.0
03/19/2014,105.7,106.3,94.5,20.0
03/20/2014,107.5,106.0,95.6,8.0
03/21/2014,106.4,106.2,94.6,20.0
03/22/2014,106.1,105.5,94.6,16.0
03/23/2014,106.1,107.6,95.1,14.0
03/24/2014,106.8,106.0,94.9,20.0
03/25/2014,107.1,107.3,95.0,8.0
03/26/2014,106.6,106.2,94.4,20.0
03/27/2014,106.9,108.0,96.4,8.0
03/28/2014,106.4,106.0,94.4,24.0
03/29/2014,107.1,107.2,95.3,12.0
03/30/2014,105.9,105.7,94.3,16.0
03/31/2014,105.8,106.2,94.2,20.0
04/01/2014,108.5,107.0,95.8,6.0
04/02/2014,106.2,106.2,94.6,26.0
04/03/2014,111.1,104.7,95.6,4.0
04/04/2014,106.2,106.6,94.6,28.0
04/05/2014,104.1,106.7,94.5,12.0
04/06/2014,108.0,106.3,94.8,18.0
04/08/2014,107.9,107.2,95.2,12.0
04/09/2014,106.4,106.2,94.6,24.0
04/10/2014,108.8,105.3,96.1,4.0
04/11/2014,106.4,106.4,94.4,26.0
04/12/2014,106.3,107.5,95.0,16.0
04/13/2014,106.6,105.8,94.4,14.0
04/14/2014,106.2,106.4,94.7,20.0
04/15/2014,108.4,107.4,94.4,4.0
