CLE @ BOS,10/28/2008,L,240,85,29,68,42.6,3,15,20.0,24,33,72.7,8,33,41,16,8,2,22,26,-5,
BOS vs. CLE,10/28/2008,W,240,90,33,74,44.6,3,14,21.4,21,34,61.8,10,26,36,16,10,0,17,28,5,
MIL @ CHI,10/28/2008,L,240,95,37,78,47.4,6,14,42.9,15,20,75.0,13,19,32,21,5,3,19,30,-13,
CHI vs. MIL,10/28/2008,W,240,108,35,69,50.7,5,12,41.7,33,44,75.0,14,26,40,27,9,6,19,18,13,
LAL vs. POR,10/28/2008,W,240,96,37,79,46.8,7,10,70.0,15,18,83.3,9,40,49,19,8,7,15,17,20,
POR @ LAL,10/28/2008,L,240,76,29,84,34.5,10,24,41.7,8,14,57.1,13,31,44,19,8,3,14,17,-20,
SAC @ MIN,10/29/2008,L,240,96,36,80,45.0,5,17,29.4,19,25,76.0,9,36,45,22,2,8,15,20,-2,
DEN @ UTA,10/29/2008,L,240,94,36,77,46.8,4,13,30.8,18,28,64.3,7,28,35,17,12,3,13,27,-4,
GSW vs. NOH,10/29/2008,L,240,103,36,82,43.9,9,23,39.1,22,32,68.8,11,28,39,18,10,5,14,26,-5,
NOH @ GSW,10/29/2008,W,240,108,41,82,50.0,7,17,41.2,19,27,70.4,8,34,42,23,8,6,14,24,5,
ATL @ ORL,10/29/2008,W,240,99,38,86,44.2,5,20,25.0,18,31,58.1,18,35,53,17,10,7,15,23,14,
ORL vs. ATL,10/29/2008,L,240,85,32,87,36.8,4,25,16.0,17,27,63.0,17,28,45,10,9,11,15,28,-14,
NJN @ WAS,10/29/2008,W,240,95,37,78,47.4,6,19,31.6,15,18,83.3,5,32,37,22,7,9,12,23,10,
WAS vs. NJN,10/29/2008,L,240,85,30,81,37.0,5,21,23.8,20,30,66.7,13,28,41,18,4,5,15,19,-10,
PHI vs. TOR,10/29/2008,L,240,84,29,84,34.5,5,20,25.0,21,28,75.0,23,33,56,15,3,8,18,16,-11,
TOR @ PHI,10/29/2008,W,240,95,36,81,44.4,10,16,62.5,13,17,76.5,10,23,33,24,8,5,10,23,11,
MIL @ OKC,10/29/2008,W,240,98,35,76,46.1,7,18,38.9,21,26,80.8,14,29,43,17,7,4,20,22,11,
OKC vs. MIL,10/29/2008,L,240,87,32,73,43.8,1,6,16.7,22,31,71.0,13,22,35,16,9,3,20,23,-11,
NYK vs. MIA,10/29/2008,W,240,120,42,87,48.3,9,25,36.0,27,37,73.0,14,32,46,27,7,0,15,28,5,
MIA @ NYK,10/29/2008,L,240,115,42,92,45.7,6,23,26.1,25,33,75.8,13,34,47,22,8,2,14,26,-5,
MEM @ HOU,10/29/2008,L,240,71,31,81,38.3,0,13,0.0,9,13,69.2,15,34,49,11,7,6,17,22,-11,
HOU vs. MEM,10/29/2008,W,240,82,28,76,36.8,5,16,31.3,21,25,84.0,11,33,44,10,9,2,13,15,11,
DET vs. IND,10/29/2008,W,240,100,40,91,44.0,6,13,46.2,14,16,87.5,14,27,41,23,11,8,15,21,6,
IND @ DET,10/29/2008,L,240,94,33,67,49.3,4,12,33.3,24,29,82.8,5,33,38,18,7,8,22,20,-6,
LAC vs. LAL,10/29/2008,L,240,79,30,78,38.5,5,22,22.7,14,23,60.9,10,22,32,24,9,5,18,29,-38,
LAL @ LAC,10/29/2008,W,240,117,41,80,51.3,10,19,52.6,25,33,75.8,14,37,51,28,7,3,16,19,38,
SAS vs. PHX,10/29/2008,L,240,98,40,80,50.0,5,15,33.3,13,19,68.4,7,31,38,18,4,3,7,24,-5,
PHX @ SAS,10/29/2008,W,240,103,39,79,49.4,6,15,40.0,19,27,70.4,9,30,39,24,5,5,10,20,5,
MIN vs. SAC,10/29/2008,W,240,98,42,87,48.3,3,11,27.3,11,22,50.0,11,29,40,25,10,7,11,23,2,
UTA vs. DEN,10/29/2008,W,240,98,37,79,46.8,2,8,25.0,22,28,78.6,12,34,46,17,5,5,18,20,4,
DAL vs. HOU,10/30/2008,L,240,102,35,84,41.7,4,16,25.0,28,34,82.4,10,30,40,23,7,5,9,22,-10,
HOU @ DAL,10/30/2008,W,240,112,38,79,48.1,7,14,50.0,29,32,90.6,8,37,45,23,5,3,11,23,10,
PHX vs. NOH,10/30/2008,L,240,95,37,68,54.4,7,18,38.9,14,21,66.7,7,31,38,16,2,3,24,24,-13,
NOH @ PHX,10/30/2008,W,240,108,37,78,47.4,13,24,54.2,21,28,75.0,10,23,33,16,10,5,13,15,13,
CLE vs. CHA,10/30/2008,W,240,96,35,72,48.6,7,22,31.8,19,29,65.5,13,33,46,23,7,11,15,23,17,
CHA @ CLE,10/30/2008,L,240,79,25,74,33.8,3,12,25.0,26,31,83.9,14,20,34,16,6,4,13,24,-17,
PHI vs. NYK,10/31/2008,W,240,116,52,89,58.4,2,5,40.0,10,19,52.6,13,49,62,24,4,7,20,17,29,
NYK @ PHI,10/31/2008,L,240,87,32,98,32.7,7,28,25.0,16,21,76.2,16,27,43,19,13,1,10,15,-29,
POR vs. SAS,10/31/2008,W,240,100,38,82,46.3,6,17,35.3,18,24,75.0,13,24,37,17,11,5,6,18,1,
DEN @ LAC,10/31/2008,W,265,113,38,85,44.7,3,13,23.1,34,40,85.0,15,45,60,19,6,10,18,24,10,
SAC @ MIA,10/31/2008,L,240,77,29,76,38.2,2,19,10.5,17,20,85.0,10,32,42,10,7,2,26,23,-26,
SAS @ POR,10/31/2008,L,240,99,38,68,55.9,9,16,56.3,14,15,93.3,5,26,31,24,1,0,14,21,-1,
MIA vs. SAC,10/31/2008,W,240,103,38,81,46.9,8,17,47.1,19,32,59.4,13,29,42,21,15,8,14,18,26,
ORL @ MEM,10/31/2008,L,240,84,29,69,42.0,10,29,34.5,16,26,61.5,6,38,44,16,7,5,19,24,-2,
MEM vs. ORL,10/31/2008,W,240,86,30,76,39.5,2,13,15.4,24,30,80.0,8,34,42,11,6,7,10,23,2,
GSW @ TOR,10/31/2008,L,265,108,42,94,44.7,11,29,37.9,13,19,68.4,17,29,46,20,6,6,19,25,-4,
